,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,,Gusci e serbatoi  - aula5,Flood propagation  - MS1,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,Flood propagation  - E7,,,Flood propagation  - G2,,Flood propagation  - G2,,,Progettazione degli impianti di depurazione e potabilizzazione  - F2,,
10:00-11:00,,Gusci e serbatoi  - aula5,Flood propagation  - MS1,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,Flood propagation  - E7,,,Flood propagation  - G2,,Flood propagation  - G2,,,Progettazione degli impianti di depurazione e potabilizzazione  - F2,,
11:00-12:00,,,Progettazione degli impianti di depurazione e potabilizzazione  - F2,,Fluvial hydraulics  - E7
12:00-13:00,,,Progettazione degli impianti di depurazione e potabilizzazione  - F2,,Fluvial hydraulics  - E7
13:00-14:00,,,,,
14:00-15:00,Fluvial hydraulics  - E3,Impianti idroelettrici e eolici  - aula5,Impianti di energia solare e di energia da biomasse  - F2,Complementi di scienza delle costruzioni  - G2,,Fluvial hydraulics  - G2,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,
15:00-16:00,Fluvial hydraulics  - E3,Impianti idroelettrici e eolici  - aula5,Impianti di energia solare e di energia da biomasse  - F2,Complementi di scienza delle costruzioni  - G2,,Fluvial hydraulics  - G2,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,
16:00-17:00,Fluvial hydraulics  - E3,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,Impianti di energia solare e di energia da biomasse  - F2,Complementi di scienza delle costruzioni  - G2,Gusci e serbatoi  - aula5,Fluvial hydraulics  - G2,,,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,
17:00-18:00,Fluvial hydraulics  - E3,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,Impianti di energia solare e di energia da biomasse  - F2,Complementi di scienza delle costruzioni  - G2,Gusci e serbatoi  - aula5,Fluvial hydraulics  - G2,,,Reliable design and management of urban hydraulic infrastructures  - aulaRicciardi,
