,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Integrated power management  - C7,Microwave measurements  - E4,Electro optical instrumentation  - LabEO,Process control  - aula3,Antennas  - E4,Process control  - aula8,Satellite data analysis  - E6,,,,Satellite data analysis  - C6,Strumentazione biomedica LM  - C6,,,
10:00-11:00,Integrated power management  - C7,Microwave measurements  - E4,Electro optical instrumentation  - LabEO,Process control  - aula3,Antennas  - E4,Process control  - aula8,Satellite data analysis  - E6,,,,Satellite data analysis  - C6,Strumentazione biomedica LM  - C6,,,
11:00-12:00,Analog digital interface circuits  - E4,Analog digital interface circuits  - E4,Antennas  - E4,Microsensori microsistemi integrati e MEMS  - aula4,Microsensori microsistemi integrati e MEMS  - aula8,,,Hardware  software codesign  - E3,Microwave measurements  - E7,Satellite and space systems  - E4,,,Statistical signal processing  - B1,Satellite data analysis  - E4,
12:00-13:00,Analog digital interface circuits  - E4,Analog digital interface circuits  - E4,Antennas  - E4,Microsensori microsistemi integrati e MEMS  - aula4,Microsensori microsistemi integrati e MEMS  - aula8,,,Hardware  software codesign  - E3,Microwave measurements  - E7,Satellite and space systems  - E4,,,Statistical signal processing  - B1,Satellite data analysis  - E4,
13:00-14:00,,,,,
14:00-15:00,Electro optical instrumentation  - E6,Electro optical instrumentation  - F2,Antennas  - E4,Integrated power management  - E7,Integrated power management  - E3,Hardware  software codesign  - E4,Internet and multimedia  - E7,,Satellite and space systems  - E2,Laser safety  - online,Internet and multimedia  - E2,,,Strumentazione biomedica LM  - B3,Statistical signal processing  - F2
15:00-16:00,Electro optical instrumentation  - E6,Electro optical instrumentation  - F2,Antennas  - E4,Integrated power management  - E7,Integrated power management  - E3,Hardware  software codesign  - E4,Internet and multimedia  - E7,,Satellite and space systems  - E2,Laser safety  - online,Internet and multimedia  - E2,,,Strumentazione biomedica LM  - B3,Statistical signal processing  - F2
16:00-17:00,Advanced topics in microwave technologies  - labPianoH,Microsensori microsistemi integrati e MEMS  - aula8,Industrial topics in microelectronics and photonics  - AulaSeminari,Strumentazione biomedica LM  - B3,Microwave measurements  - E1,,Process control  - aula6,Laser safety  - online,,
17:00-18:00,Advanced topics in microwave technologies  - labPianoH,Microsensori microsistemi integrati e MEMS  - aula8,Industrial topics in microelectronics and photonics  - AulaSeminari,Strumentazione biomedica LM  - B3,Microwave measurements  - E1,,Process control  - aula6,Laser safety  - online,,
