,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Fotonica  - A1,Reti di calcolatori  - A1,Meccatronica  - A1,Meccatronica  - aula5,Fotonica  - A1,,,,Propagazione guidata  - A1,
10:00-11:00,Fotonica  - A1,Reti di calcolatori  - A1,Meccatronica  - A1,Meccatronica  - aula5,Fotonica  - A1,,,,Propagazione guidata  - A1,
11:00-12:00,Propagazione guidata  - A1,Propagazione guidata  - A1,Reti di calcolatori  - A1,Fotonica  - A1,Elettronica II A  - A1
12:00-13:00,Propagazione guidata  - A1,Propagazione guidata  - A1,Reti di calcolatori  - A1,Fotonica  - A1,Elettronica II A  - A1
13:00-14:00,,,,,
14:00-15:00,Elettronica II A  - B3,Elettronica dei sistemi digitali  - B3,Meccatronica  - A1,Reti di calcolatori  - A1,Elettronica dei sistemi digitali  - B3,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,,Reti di calcolatori  - C2,Elettronica dei sistemi digitali  - A1,,,,Reti di calcolatori  - C3,
15:00-16:00,Elettronica II A  - B3,Elettronica dei sistemi digitali  - B3,Meccatronica  - A1,Reti di calcolatori  - A1,Elettronica dei sistemi digitali  - B3,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,,Reti di calcolatori  - C2,Elettronica dei sistemi digitali  - A1,,,,Reti di calcolatori  - C3,
16:00-17:00,Elettronica II A  - B3,Elettronica dei sistemi digitali  - B3,,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,,,Elettronica dei sistemi digitali  - B3
17:00-18:00,Elettronica II A  - B3,Elettronica dei sistemi digitali  - B3,,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,Elettronica II A  - A1,Elettronica dei sistemi digitali  - A1,,,Elettronica dei sistemi digitali  - B3
