,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Electrical drives for industrial applications  - aula6,Electrical drives for industrial applications  - E8,,Process control  - aula3,Accumulo e conversione dell'energia  - CF2,Process control  - aula8,,,Systems and technologies for the smart grid  - E7,Italian language for foreign studentes  - E6
10:00-11:00,Electrical drives for industrial applications  - aula6,Electrical drives for industrial applications  - E8,,Process control  - aula3,Accumulo e conversione dell'energia  - CF2,Process control  - aula8,,,Systems and technologies for the smart grid  - E7,Italian language for foreign studentes  - E6
11:00-12:00,Systems and technologies for the smart grid  - E7,Numerical methods in engineering sciences  - B2,,Microsensori microsistemi integrati e MEMS  - aula4,Microsensori microsistemi integrati e MEMS  - aula8
12:00-13:00,Systems and technologies for the smart grid  - E7,Numerical methods in engineering sciences  - B2,,Microsensori microsistemi integrati e MEMS  - aula4,Microsensori microsistemi integrati e MEMS  - aula8
13:00-14:00,,,,,
14:00-15:00,Accumulo e conversione dell'energia  - CF2,Energy markets and supply structure  - aula4,Impianti di energia solare e di energia da biomasse  - F2,Electrical drives for industrial applications  - aula4,,Diagnostics for electrical machines  - aula5,Impianti idroelettrici  - aula5,,,,Systems and technologies for the smart grid  - A3,,,,,Termofisica dell'edificio  - aula8,,,,
15:00-16:00,Accumulo e conversione dell'energia  - CF2,Energy markets and supply structure  - aula4,Impianti di energia solare e di energia da biomasse  - F2,Electrical drives for industrial applications  - aula4,,Diagnostics for electrical machines  - aula5,Impianti idroelettrici  - aula5,,,,Systems and technologies for the smart grid  - A3,,,,,Termofisica dell'edificio  - aula8,,,,
16:00-17:00,Numerical methods in engineering sciences  - B2,History of technology  - E8,Energy markets and supply structure  - aula5,Electrical drives for industrial applications  - aula4,,Termofisica dell'edificio  - aula8,Microsensori microsistemi integrati e MEMS  - aula8,History of technology  - E4,,,,Process control  - aula6,Impianti di energia solare e di energia da biomasse  - F2,,
17:00-18:00,Numerical methods in engineering sciences  - B2,History of technology  - E8,Energy markets and supply structure  - aula5,Electrical drives for industrial applications  - aula4,,Termofisica dell'edificio  - aula8,Microsensori microsistemi integrati e MEMS  - aula8,History of technology  - E4,,,,Process control  - aula6,Impianti di energia solare e di energia da biomasse  - F2,,
