,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Electrical drives for industrial applications  - aula6,Electrical drives for industrial applications  - E8,Cloud computing  - B4,,Cloud computing  - B4,,,,,Electronics for industrial measurements  - aula6,,,,,Electronics for industrial measurements  - B3
10:00-11:00,Electrical drives for industrial applications  - aula6,Electrical drives for industrial applications  - E8,Cloud computing  - B4,,Cloud computing  - B4,,,,,Electronics for industrial measurements  - aula6,,,,,Electronics for industrial measurements  - B3
11:00-12:00,Computer vision  - aula6,Robotics  - H2,Robotics  - aula3,Microsensori microsistemi integrati e MEMS  - aula4,Artificial intelligence  - aula5,,,,,Electronics for industrial measurements  - B3,,,,,Microsensori microsistemi integrati e MEMS  - aula8
12:00-13:00,Computer vision  - aula6,Robotics  - H2,Robotics  - aula3,Microsensori microsistemi integrati e MEMS  - aula4,Artificial intelligence  - aula5,,,,,Electronics for industrial measurements  - B3,,,,,Microsensori microsistemi integrati e MEMS  - aula8
13:00-14:00,,,,,
14:00-15:00,Logistics management  - E8,Computer vision  - C2,Electronics for industrial measurements  - A3,Electrical drives for industrial applications  - aula4,Artificial intelligence  - aula5,Progetto di sistemi digitali  - D6,Progetto di sistemi digitali  - aula8,Information security  - A2,Information security  - E3,
15:00-16:00,Logistics management  - E8,Computer vision  - C2,Electronics for industrial measurements  - A3,Electrical drives for industrial applications  - aula4,Artificial intelligence  - aula5,Progetto di sistemi digitali  - D6,Progetto di sistemi digitali  - aula8,Information security  - A2,Information security  - E3,
16:00-17:00,Electronics for industrial measurements  - aula4,Microsensori microsistemi integrati e MEMS  - aula8,,Electrical drives for industrial applications  - aula4,,Logistics management  - E8,,,,
17:00-18:00,Electronics for industrial measurements  - aula4,Microsensori microsistemi integrati e MEMS  - aula8,,Electrical drives for industrial applications  - aula4,,Logistics management  - E8,,,,
