,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Process control and robotics  - aula8,,Advanced automation and control (Optimization Part)  - A2,Process control and robotics  - aula3,Electronics for industrial measurements  - aula6,,,Elettronica  - B3,,Electronics for industrial measurements  - B3,,,,,Identificazione dei modelli e analisi dei dati A  - A2
10:00-11:00,Process control and robotics  - aula8,,Advanced automation and control (Optimization Part)  - A2,Process control and robotics  - aula3,Electronics for industrial measurements  - aula6,,,Elettronica  - B3,,Electronics for industrial measurements  - B3,,,,,Identificazione dei modelli e analisi dei dati A  - A2
11:00-12:00,,Numerical methods in engineering sciences  - B2,Elettronica  - B3,Identificazione dei modelli e analisi dei dati A  - B1,Artificial intelligence  - aula5,,Strategic management and business planning  - E2,,Identificazione dei modelli e analisi dei dati A  - B2,Electronics for industrial measurements  - B3,,,,,Elettronica  - aula4
12:00-13:00,,Numerical methods in engineering sciences  - B2,Elettronica  - B3,Identificazione dei modelli e analisi dei dati A  - B1,Artificial intelligence  - aula5,,Strategic management and business planning  - E2,,Identificazione dei modelli e analisi dei dati A  - B2,Electronics for industrial measurements  - B3,,,,,Elettronica  - aula4
13:00-14:00,,,,,
14:00-15:00,Advanced automation and control (Nonlinear Part)  - aula4,Energy markets and supply structure  - aula4,Electronics for industrial measurements  - A3,Advanced automation and control (Optimization Part)  - A3,Artificial intelligence  - aula5,,,,Elettronica  - A2,Laser safety  - online
15:00-16:00,Advanced automation and control (Nonlinear Part)  - aula4,Energy markets and supply structure  - aula4,Electronics for industrial measurements  - A3,Advanced automation and control (Optimization Part)  - A3,Artificial intelligence  - aula5,,,,Elettronica  - A2,Laser safety  - online
16:00-17:00,Electronics for industrial measurements  - aula4,Process control and robotics  - aula6,Energy markets and supply structure  - aula5,Advanced automation and control (Nonlinear Part)  - aula8,,Numerical methods in engineering sciences  - B2,,Identificazione dei modelli e analisi dei dati A  - A1,,,,,Laser safety  - online,,,,,Strategic management and business planning  - C7,,
17:00-18:00,Electronics for industrial measurements  - aula4,Process control and robotics  - aula6,Energy markets and supply structure  - aula5,Advanced automation and control (Nonlinear Part)  - aula8,,Numerical methods in engineering sciences  - B2,,Identificazione dei modelli e analisi dei dati A  - A1,,,,,Laser safety  - online,,,,,Strategic management and business planning  - C7,,
