,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Process control  - aula8,Satellite data analysis  - E6,Cloud computing  - B4,Process control  - aula3,Cloud computing  - B4,Satellite data analysis  - C6,,,,
10:00-11:00,Process control  - aula8,Satellite data analysis  - E6,Cloud computing  - B4,Process control  - aula3,Cloud computing  - B4,Satellite data analysis  - C6,,,,
11:00-12:00,,Robotics  - H2,Robotics  - aula3,Satellite data analysis  - E4,Artificial intelligence  - aula5,,,Statistical learning theory  - E2,,
12:00-13:00,,Robotics  - H2,Robotics  - aula3,Satellite data analysis  - E4,Artificial intelligence  - aula5,,,Statistical learning theory  - E2,,
13:00-14:00,,,,,
14:00-15:00,Internet and multimedia  - E2,Internet and multimedia  - E7,Information security  - A2,Information security  - E3,Artificial intelligence  - aula5,,Statistical learning theory  - E8,,,
15:00-16:00,Internet and multimedia  - E2,Internet and multimedia  - E7,Information security  - A2,Information security  - E3,Artificial intelligence  - aula5,,Statistical learning theory  - E8,,,
16:00-17:00,,Process control  - aula6,Digital transformation projects  - E2,Digital transformation projects  - E3,
17:00-18:00,,Process control  - aula6,Digital transformation projects  - E2,Digital transformation projects  - E3,
