,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,Restauro architettonico  - H3,Architettura tecnica e tipologie edilizie  - H2,Restauro architettonico  - E2,Architettura tecnica e tipologie edilizie  - H2,Architettura tecnica e tipologie edilizie  - G3
10:00-11:00,Restauro architettonico  - H3,Architettura tecnica e tipologie edilizie  - H2,Restauro architettonico  - E2,Architettura tecnica e tipologie edilizie  - H2,Architettura tecnica e tipologie edilizie  - G3
11:00-12:00,Restauro architettonico  - H3,Economia ed estimo civile  - E8,Environmental planning and assessment  - E8,Architettura tecnica e tipologie edilizie  - H2,Architettura tecnica e tipologie edilizie  - G3,,Fondazioni ed opere di sostegno  - E7,,Strutture in c.a.  - G2,
12:00-13:00,Restauro architettonico  - H3,Economia ed estimo civile  - E8,Environmental planning and assessment  - E8,Architettura tecnica e tipologie edilizie  - H2,Architettura tecnica e tipologie edilizie  - G3,,Fondazioni ed opere di sostegno  - E7,,Strutture in c.a.  - G2,
13:00-14:00,,,,,
14:00-15:00,Advanced architecture design studio  - H2,Restauro architettonico  - G3,Environmental planning and assessment  - E8,Economia ed estimo civile  - E4,Economia ed estimo civile  - C7,Termofisica dell'edificio  - aula8,,Fondazioni ed opere di sostegno  - E7,,
15:00-16:00,Advanced architecture design studio  - H2,Restauro architettonico  - G3,Environmental planning and assessment  - E8,Economia ed estimo civile  - E4,Economia ed estimo civile  - C7,Termofisica dell'edificio  - aula8,,Fondazioni ed opere di sostegno  - E7,,
16:00-17:00,Advanced architecture design studio  - H2,Restauro architettonico  - G3,Environmental planning and assessment  - E8,,,Termofisica dell'edificio  - aula8,,Strutture in c.a.  - E7,,
17:00-18:00,Advanced architecture design studio  - H2,Restauro architettonico  - G3,Environmental planning and assessment  - E8,,,Termofisica dell'edificio  - aula8,,Strutture in c.a.  - E7,,
