Lunedì,Martedì,Mercoledì,Giovedì,Venerdì,
9:00-10:00,Elaborazione di biosegnali e bioimmagini  - EF3,Internet e medicina  - C2,Elaborazione di biosegnali e bioimmagini  - B1,Meccatronica  - aula5,Internet e medicina  - B1,,Internet e medicina  - C3,Elaborazione di biosegnali e bioimmagini  - B2,Strumentazione biomedica  - A2,Internet e medicina  - B2,,Reti di calcolatori  - A1,Meccatronica  - A1,Strumentazione biomedica  - D7,,,,,Strumentazione biomedica  - D8,
10:00-11:00,Elaborazione di biosegnali e bioimmagini  - EF3,Internet e medicina  - C2,Elaborazione di biosegnali e bioimmagini  - B1,Meccatronica  - aula5,Internet e medicina  - B1,,Internet e medicina  - C3,Elaborazione di biosegnali e bioimmagini  - B2,Strumentazione biomedica  - A2,Internet e medicina  - B2,,Reti di calcolatori  - A1,Meccatronica  - A1,Strumentazione biomedica  - D7,,,,,Strumentazione biomedica  - D8,
11:00-12:00,Elaborazione di biosegnali e bioimmagini  - B1,Elaborazione di biosegnali e bioimmagini  - aula4,Elaborazione di biosegnali e bioimmagini  - aula4,Strumentazione biomedica  - A2,Internet e medicina  - B1,Elaborazione di biosegnali e bioimmagini  - B2,,Reti di calcolatori  - A1,Strumentazione biomedica  - D7,Internet e medicina  - B2,,,,Strumentazione biomedica  - D8,
12:00-13:00,Elaborazione di biosegnali e bioimmagini  - B1,Elaborazione di biosegnali e bioimmagini  - aula4,Elaborazione di biosegnali e bioimmagini  - aula4,Strumentazione biomedica  - A2,Internet e medicina  - B1,Elaborazione di biosegnali e bioimmagini  - B2,,Reti di calcolatori  - A1,Strumentazione biomedica  - D7,Internet e medicina  - B2,,,,Strumentazione biomedica  - D8,
13:00-14:00,,,,,
14:00-15:00,Economia (gruppo A K)  - EF1,Strumentazione biomedica  - aula3,Meccatronica  - A1,Reti di calcolatori  - A1,Economia (gruppo L Z)  - EF4,Economia (gruppo L Z)  - EF4,,Strumentazione biomedica  - D7,Reti di calcolatori  - C2,Internet e medicina  - B1,,,Strumentazione biomedica  - D8,Reti di calcolatori  - C3,Internet e medicina  - B2,,,,Strumentazione biomedica  - D7,,,,,Strumentazione biomedica  - D8,
15:00-16:00,Economia (gruppo A K)  - EF1,Strumentazione biomedica  - aula3,Meccatronica  - A1,Reti di calcolatori  - A1,Economia (gruppo L Z)  - EF4,Economia (gruppo L Z)  - EF4,,Strumentazione biomedica  - D7,Reti di calcolatori  - C2,Internet e medicina  - B1,,,Strumentazione biomedica  - D8,Reti di calcolatori  - C3,Internet e medicina  - B2,,,,Strumentazione biomedica  - D7,,,,,Strumentazione biomedica  - D8,
16:00-17:00,Economia (gruppo A K)  - EF1,Strumentazione biomedica  - aula3,Strumentazione biomedica  - D7,Strumentazione biomedica  - D7,Internet e medicina  - B1,Economia (gruppo L Z)  - EF4,,Strumentazione biomedica  - D8,Strumentazione biomedica  - D8,Internet e medicina  - B2
17:00-18:00,Economia (gruppo A K)  - EF1,Strumentazione biomedica  - aula3,Strumentazione biomedica  - D7,Strumentazione biomedica  - D7,Internet e medicina  - B1,Economia (gruppo L Z)  - EF4,,Strumentazione biomedica  - D8,Strumentazione biomedica  - D8,Internet e medicina  - B2
