,Lunedì,Martedì,Mercoledì,Giovedì,Venerdì
9:00-10:00,,Gusci e serbatoi  - aula5,Flood propagation  - MS1,Macchine idrauliche  - E6,Flood propagation  - E7,,,Flood propagation  - G2,,Flood propagation  - G2
10:00-11:00,,Gusci e serbatoi  - aula5,Flood propagation  - MS1,Macchine idrauliche  - E6,Flood propagation  - E7,,,Flood propagation  - G2,,Flood propagation  - G2
11:00-12:00,Macchine idrauliche  - E6,Fisica tecnica ambientale  - E6,,Fisica tecnica ambientale  - E6,Fluvial hydraulics  - E7
12:00-13:00,Macchine idrauliche  - E6,Fisica tecnica ambientale  - E6,,Fisica tecnica ambientale  - E6,Fluvial hydraulics  - E7
13:00-14:00,,,,,
14:00-15:00,Fluvial hydraulics  - E3,Impianti idroelettrici  - aula5,,,,Fluvial hydraulics  - G2,,,,
15:00-16:00,Fluvial hydraulics  - E3,Impianti idroelettrici  - aula5,,,,Fluvial hydraulics  - G2,,,,
16:00-17:00,Fluvial hydraulics  - E3,Fisica tecnica ambientale  - E6,,,Gusci e serbatoi  - aula5,Fluvial hydraulics  - G2,,,,
17:00-18:00,Fluvial hydraulics  - E3,Fisica tecnica ambientale  - E6,,,Gusci e serbatoi  - aula5,Fluvial hydraulics  - G2,,,,
